Paslaugų pavadinimas,Seniunija,Gatvė \ Objektas,Plotas,Mato vnt.
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"DEMOKRATŲ G. 44, ""Lietuvos tekstilės institutas""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"DEMOKRATŲ G. 53, ""Lietuvos tekstilės institutas""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"JOVARŲ G. ""Lituanika""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"JOVARŲ G. ""Lituanika""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"JOVARŲ G. prieš 1, ""Atrama""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"JURBARKO G.  14, ""Jurbarko g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"JURBARKO G.  27, ""Jurbarko g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"KĖDAINIŲ G.  1, ""Kėdainių g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"KĖDAINIŲ G.  3, ""Tilžės g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"KĖDAINIŲ G.  6, ""Tilžės g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"KĖDAINIŲ G.  16, ""Josvainių g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"KĖDAINIŲ G.  prieš 16, ""Josvainių g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"KRIŠČIUKAIČIO A. G.  14, ""Ariogalos g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"LINKUVOS G.  58, ""Sąjungos a.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"LINKUVOS G.  prieš 72, ""Varnių g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"NERIES KR. 2, ""K.Kriščiukaičio g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"NERIES KR. prieš 2, ""K.Kriščiukaičio g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"NERIES KR. 6, ""Neries kr.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"NERIES KR. prieš 6, ""Neries kr.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"NERIES KR. 12, ""K.Griniaus g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"NERIES KR. prieš 14, ""K.Griniaus g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"NERIES KR. prieš 12, ""Šilkas""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"NERIES KR. 16E, ""Šilkas""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"NERIES KR. 25, ""Varnių g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"NERIES KR. prieš 24, ""Varnių g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"NERIES KR. ""Kuršėnų g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"NERIES KR. ""Kuršėnų g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"PANERIŲ G.  7, ""Radvilų dvaro g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"PANERIŲ G.  51, Dobilas""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"PANERIŲ G.  92, ""Švyturio g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"PANERIŲ G.  prieš 229, ""Panerių g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"PANERIŲ G.  119, ""Demokratų g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"PANERIŲ G.  128, ""Demokratų g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"PANERIŲ G.  149, ""Kuršėnų g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"PANERIŲ G.  172, ""Kuršėnų g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"PANERIŲ G.  212, ""Skaudvilės g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"PANERIŲ G.  185, ""Skaudvilės g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"PANERIŲ G.  237, ""Pikulio g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"PANERIŲ G.  prieš tiltą, ""Šiaurinio aplinkkelio tiltas""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"PANERIŲ G.  už tilto, ""Šiaurinio aplinkkelio tiltas""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"PANERIŲ G.  286, ""Panerys""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"PANERIŲ G.  322 ""Saliai""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"RAUDONDVARIO PL. 86A, ""Prieplauka""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"RAUDONDVARIO PL. 105, ""Prieplauka""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"RAUDONDVARIO PL. 94, ""Jūros g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"RAUDONDVARIO PL. 108, ""Žagarės g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"RAUDONDVARIO PL. 115a, ""Žagarės g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"RAUDONDVARIO PL. 105, ""Kauno autobusai""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"RAUDONDVARIO PL. 105, ""Kauno autobusų garažai""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"RAUDONDVARIO PL. 206, Kaniūkų 1-oji g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"RAUDONDVARIO PL. 70, ""Kėdainių g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"RAUDONDVARIO PL. 99A, ""Kėdainių g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"RAUDONDVARIO PL. 212, ""Kaniūkai""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"RAUDONDVARIO PL. 316, ""Kaniūkai""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"RAUDONDVARIO PL. prieš 324, ""Kaniūkai""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"RAUDONDVARIO PL. 127, ""Inkaro g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"RAUDONDVARIO PL. 140, ""Inkaro g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"RAUDONDVARIO PL. 243, ""Visvaldės g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"RAUDONDVARIO PL. prieš 247, ""Visvaldės g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"RAUDONDVARIO PL. 147, ""Atrama""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"RAUDONDVARIO PL. 162, ""Atrama""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"RAUDONDVARIO PL. 186, ""Gervių g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"RAUDONDVARIO PL. prieš 184, ""Gervių g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"RAUDONDVARIO PL. prie degalinės ""7-asis km""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"RAUDONDVARIO PL. prieš degalinę ""7-asis km""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"RAUDONDVARIO PL. 137,""Vyžuonos g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"RAUDONDVARIO PL. 152,""Vyžuonos g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"RAUDONDVARIO PL. prieš dispečerinę ""Raudondvario pl.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"VARNIŲ G. 7, ""Varnių g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"VARNIŲ G. 18, ""Varnių g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"VARNIŲ G. 11, ""Panerių g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"VARNIŲ G. 26A, ""Panerių g.""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"VARNIŲG.  45, ""Varnių tiltas""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"VARNIŲ G. prieš tiltą, ""Varnių tiltas""",60,m² 
"SUSIKAUPUSIŲ DULKIŲ, ŽEMIŲ, ŠIUKŠLIŲ, NEŠVARUMŲ (SĄŠLAVŲ)  VALYMAS NUO VIEŠOJO TRANSPORTO STOTELIŲ (SUSTOJIMŲ AIKŠTELIŲ) ",VILIJAMPOLĖS SENIŪNIJA,"VYTAUTO G. 5, ""Vytauto g.""",60,m² 
