SENIUNIJA;INFO;GATVE;DANGA;DARBAS;MATAS;id
Centro;GALINIS AUTOBUSØ APSISUKIMAS;ÈIURLIONIO M.K.;Gatvë;Mechanizuotas susikaupusiø dulkiø, þemiø, ðiukðliø ir kitø neðvarumø (sàðlavø) valymas nuo gatvës;m2;1019
Centro;AIKÐTELË PRIE GELEÞINKELIO STOTIES;ÈIURLIONIO M.K.;Gatvë;Mechanizuotas susikaupusiø dulkiø, þemiø, ðiukðliø ir kitø neðvarumø (sàðlavø) valymas nuo gatvës;m2;1020
Centro;;ÈIURLIONIO M.K.;Gatvë;Mechanizuotas susikaupusiø dulkiø, þemiø, ðiukðliø ir kitø neðvarumø (sàðlavø) valymas nuo gatvës;m2;1021
Centro;;ÐAUKLIØ;Gatvë;Mechanizuotas susikaupusiø dulkiø, þemiø, ðiukðliø ir kitø neðvarumø (sàðlavø) valymas nuo gatvës;m2;1022
Centro;;ÐIAULIØ;Gatvë;Mechanizuotas susikaupusiø dulkiø, þemiø, ðiukðliø ir kitø neðvarumø (sàðlavø) valymas nuo gatvës;m2;1023
Centro;;ÐILUTËS;Gatvë;Mechanizuotas susikaupusiø dulkiø, þemiø, ðiukðliø ir kitø neðvarumø (sàðlavø) valymas nuo gatvës;m2;1024
Centro;;ÐV. GERTRÛDOS;Gatvë;Mechanizuotas susikaupusiø dulkiø, þemiø, ðiukðliø ir kitø neðvarumø (sàðlavø) valymas nuo gatvës;m2;1025
Centro;NUO SAVANORIØ PR. IKI DONELAIÈIO;ÞEMAIÈIØ;Gatvë;Mechanizuotas susikaupusiø dulkiø, þemiø, ðiukðliø ir kitø neðvarumø (sàðlavø) valymas nuo gatvës;m2;1026
Centro;"prieð 18A  \""Vilniaus g.\""";BIRÐTONO;VT stotelë;Mechanizuotas ákalniø, tiltø, viadukø barstymas 2-5 mm skaldele;m2;1027
Centro;"14  \""Vilniaus g.\""";BIRÐTONO;VT stotelë;Mechanizuotas ákalniø, tiltø, viadukø barstymas 2-5 mm skaldele;m2;1028
Centro;27  Gedimino g.;DONELAIÈIO K.;VT stotelë;Mechanizuotas ákalniø, tiltø, viadukø barstymas 2-5 mm skaldele;m2;1029
Centro;71  S.Daukanto g.;DONELAIÈIO K.;VT stotelë;Mechanizuotas ákalniø, tiltø, viadukø barstymas 2-5 mm skaldele;m2;1030
Centro;93  L.Sapiegos g.;DONELAIÈIO K.;VT stotelë;Mechanizuotas ákalniø, tiltø, viadukø barstymas 2-5 mm skaldele;m2;1031
Centro;"1  \""Kauno pilis\""";JONAVOS;VT stotelë;Mechanizuotas ákalniø, tiltø, viadukø barstymas 2-5 mm skaldele;m2;1032
Centro;prieð 26  Sala;KARALIAUS MINDAUGO PR.;VT stotelë;Mechanizuotas ákalniø, tiltø, viadukø barstymas 2-5 mm skaldele;m2;1033
Centro;"prieð 16 \""Birðtono g.\""";KARALIAUS MINDAUGO PR.;VT stotelë;Mechanizuotas ákalniø, tiltø, viadukø barstymas 2-5 mm skaldele;m2;1034
Centro;"8  \""Karaliaus Mindaugo pr.\""";KARALIAUS MINDAUGO PR.;VT stotelë;Mechanizuotas ákalniø, tiltø, viadukø barstymas 2-5 mm skaldele;m2;1035
Centro;(prie Nemuno g.2) Birðtono g.;KARALIAUS MINDAUGO PR.;VT stotelë;Mechanizuotas ákalniø, tiltø, viadukø barstymas 2-5 mm skaldele;m2;1036
Centro;prieð 3  Kaunakiemio g.;KAUNAKIEMIO;VT stotelë;Mechanizuotas ákalniø, tiltø, viadukø barstymas 2-5 mm skaldele;m2;1037
Centro;12  Gedimino g.;KÆSTUÈIO;VT stotelë;Mechanizuotas ákalniø, tiltø, viadukø barstymas 2-5 mm skaldele;m2;1038
Centro;54  S.Daukanto g.;KÆSTUÈIO;VT stotelë;Mechanizuotas ákalniø, tiltø, viadukø barstymas 2-5 mm skaldele;m2;1039
Centro;"76  \""Muzikinis teatras\""";KÆSTUÈIO;VT stotelë;Mechanizuotas ákalniø, tiltø, viadukø barstymas 2-5 mm skaldele;m2;1040
Centro;"prieð 43  \""Vilniaus g.\""";NEMUNO;VT stotelë;Mechanizuotas ákalniø, tiltø, viadukø barstymas 2-5 mm skaldele;m2;1041
